Data Year,Utility Number,Utility Name,State,Total Revenue,Total Sales,Total Customers,Green Pricing,Net Metering,Demand Side Management,Time Based Programs
2012,7084,City of Declo - (ID),ID,187.9,"3,002",134,Y,N,N,N
2012,7095,City of Geneseo - (IL),IL,"6,079","60,767","3,690",N,N,N,N
2012,7100,Village of Genoa - (OH),OH,"1,647","14,473","1,126",N,N,N,N
2012,7130,Town of Georgetown - (MA),MA,"6,531.7","51,426","3,400",N,Y,N,N
2012,7131,Village of Georgetown - (OH),OH,"4,309","47,336","2,148",N,N,N,N
2012,7184,City of Giddings - (TX),TX,"5,130","52,959","2,551",N,N,N,N
2012,7194,City of Gilbert,MN,"1,005","10,254","1,003",N,N,N,N
2012,7200,City of Gilman City,MO,204,"1,877",225,N,N,N,N
2012,7249,City of Giltner - (NE),NE,570,"4,760",224,N,N,N,N
2012,7256,Borough of Girard - (PA),PA,"3,006","30,086","1,545",N,N,N,N
2012,7269,City of Glasco,KS,377,"3,299",510,N,N,N,N
2012,7287,City of Glen Elder - (KS),KS,470,"4,215",336,N,N,Y,N
2012,7295,City of Glidden - (IA),IA,762,"7,745",616,N,N,N,N
2012,7311,Village of Glouster - (OH),OH,"1,318.5","11,168",990,N,N,N,N
2012,7318,"Goldenwest Electric Coop, Inc","MT,ND","3,111","28,394","1,407",N,N,N,N
2012,7359,Borough of Goldsboro,PA,667,"5,592",385,N,N,N,N
2012,7368,City of Goldthwaite,TX,"2,681","21,436","1,231",N,N,N,N
2012,7370,City of Gonzales - (TX),TX,"7,655","80,860","2,929",N,N,N,N
2012,7419,City of Goldsmith - (TX),TX,416,"3,070",233,N,N,N,N
2012,7424,Gowrie Municipal Utilities,IA,732.5,"7,311",610,Y,N,Y,N
2012,7441,Goltry Public Works Authority,OK,235,"1,855",169,Y,N,N,N
2012,7442,Grafton Electric - (IA),IA,210,"1,771",162,N,N,N,N
2012,7444,City of Grafton - (ND),ND,"4,931.8","50,365","2,144",N,N,Y,N
2012,7445,Village of Grafton - (OH),OH,"2,662","25,498","1,219",N,N,N,N
2012,7478,Town of Granada - (CO),CO,413,"2,691",234,N,N,N,N
2012,7480,City of Granbury - (TX),TX,"11,443","91,762","3,223",N,N,N,N
2012,7485,City of Grant - (NE),NE,"1,423","16,171",793,N,N,N,N
2012,7486,City of Grand Junction - (IA),IA,596,"5,083",482,N,N,N,N
2012,7487,City of Grand Marais - (MN),MN,"2,324","21,601","1,326",Y,N,N,N
2012,7494,City of Granite Falls - (MN),MN,"3,122","29,707","1,635",N,N,N,N
2012,7496,Town of Granite Falls - (NC),NC,"5,376","52,680","2,391",N,N,Y,N
2012,7501,City of Granite,OK,688.5,"6,576",591,N,N,N,N
2012,7515,City of Grantville - (GA),GA,"1,279.4","10,247",792,N,N,N,N
2012,7600,Village of Green Island - (NY),NY,"2,752","27,806","1,627",N,N,N,N
2012,7624,Village of Greene - (NY),NY,"2,083","40,197","1,249",N,N,Y,N
2012,7630,Village of Greenport,NY,"3,275","26,410","2,316",N,N,N,Y
2012,7631,City of Greensburg - (KS),KS,"1,439","11,891",555,N,Y,N,N
2012,7633,Village of Greenup - (IL),IL,"1,643","15,278",940,N,N,N,N
2012,7643,Village of Greenwich - (OH),OH,"1,555","16,511",754,N,N,N,N
2012,7650,Village of Greenwood - (NE),NE,430.6,"3,905",364,N,N,N,N
2012,7665,Village of Gresham - (WI),WI,"2,539","23,446","1,133",N,N,N,N
2012,7677,City of Gridley - (CA),CA,"6,018","34,697","2,833",N,N,N,N
2012,7712,City of Groton - (SD),SD,"1,486","15,421",768,Y,N,Y,N
2012,7713,Village of Groton - (NY),NY,"1,316","22,276","1,117",N,N,N,N
2012,7715,Town of Groton - (MA),MA,"9,050.1","71,304","4,635",N,Y,N,Y
2012,7719,Borough of Grove City,PA,"5,964","62,186","2,951",N,N,N,N
2012,7723,Town of Groveland - (MA),MA,"5,169.5","35,243","2,862",N,Y,N,N
2012,7732,City of Grove City,MN,804.8,"6,233",638,N,N,N,N
2012,7759,Town of Guernsey,WY,"1,252","12,783",693,N,N,N,N
2012,7760,Town of Gueydan,LA,"1,878","14,336",883,N,N,N,N
2012,7822,Gustavus Electric Inc,AK,876,"1,860",598,N,N,N,N
2012,7833,Gwitchyaa Zhee Utility Co,AK,"1,130.5","2,571",362,N,N,N,N
2012,7837,City of Guttenberg,IA,"2,283","17,481","1,365",N,N,N,N
2012,7907,City of Hagerstown - (IN),IN,"2,056","22,178","1,215",N,N,N,N
2012,7958,City of Hallettsville,TX,"4,059","44,848","1,630",N,N,N,N
2012,7973,Village of Hamersville - (OH),OH,469,"5,389",361,N,N,N,N
2012,7995,Village of Hamilton - (NY),NY,"2,893.3","63,643","1,593",N,N,N,N
2012,7996,Town of Hamilton - (NC),NC,403,"2,750",249,N,N,N,N
2012,8022,City of Hampton,GA,"1,555","20,802","1,876",N,N,N,N
2012,8063,Village of Hampton,NE,480,"5,077",255,N,N,N,N
2012,8083,City of Harbor Springs - (MI),MI,"3,524","36,899","3,432",N,N,N,N
2012,8131,City of Harmony - (MN),MN,970,"9,565",668,N,N,N,N
2012,8139,Harquahala Valley Pwr District,AZ,"4,320","76,718",95,N,N,Y,N
2012,8183,Harmon Electric Assn Inc,"TX,OK","7,426","69,158","3,485",N,N,N,N
2012,8192,"Harrison Rural Elec Assn, Inc",WV,"13,064","83,697","6,673",N,N,N,N
2012,8205,City of Hart Hydro - (MI),MI,"5,074","43,237","1,324",N,N,N,N
2012,8209,City of Hartford - (AL),AL,"2,671","28,637","1,387",N,N,N,N
2012,8214,City of Hartley - (IA),IA,"1,557","19,971",915,N,N,N,N
2012,8240,Village of Haskins - (OH),OH,644,"5,961",531,N,N,N,N
2012,8254,Borough of Hatfield- (PA),PA,"3,417","22,659","1,812",N,N,N,N
2012,8279,City of Haven - (KS),KS,"1,470","12,259",668,N,N,N,N
2012,8311,Town of Haxtun,CO,891,"7,810",553,N,N,N,N
2012,8336,Village of Hazel Green,WI,889,"8,274",630,N,N,N,N
2012,8359,City of Hearne,TX,"5,780.3","42,767","2,359",N,N,N,N
2012,8379,City of Hecla,SD,318,"3,717",269,N,N,N,N
2012,8428,City of Helper - (UT),UT,357,"10,300","1,065",N,N,N,N
2012,8430,Village of Hemingford - (NE),NE,"1,005","6,368",490,N,N,N,N
2012,8432,City of Hemphill - (TX),TX,"2,209.5","17,497",735,N,N,N,N
2012,8435,City of Hempstead,TX,"4,869","45,886","2,286",N,N,N,N
2012,8459,City of Henning - (MN),MN,768,"8,381",536,N,N,N,N
2012,8490,City of Herington - (KS),KS,"2,943","16,679","1,400",N,N,N,N
2012,8493,City of Hermann,MO,"5,401.2","55,727","1,567",N,N,N,N
2012,8497,City of Herndon,KS,143,"1,001",154,N,N,N,N
2012,8517,City of Hertford - (NC),NC,"2,871","21,821","1,203",N,N,Y,N
2012,8532,City of Heyburn - (ID),ID,"2,311.9","39,871","1,500",N,N,N,N
2012,8567,City of Higginsville - (MO),MO,"4,470","55,760","2,526",N,N,N,N
2012,8579,City of Highlands - (NC),NC,"4,505","37,875","2,717",N,N,N,N
2012,8599,City of Hill City,KS,"1,709","15,946","1,125",N,N,N,N
2012,8628,City of Hillsboro - (ND),ND,"1,760","27,587",880,N,N,N,N
2012,8629,City of Hillsboro - (KS),KS,"2,520","22,991","1,434",N,N,N,N
2012,8677,Town of Hobgood,NC,516.5,"2,784",285,N,N,N,N
2012,8698,City of Hogansville - (GA),GA,"2,695","23,631","1,591",N,N,N,N
2012,8700,Hohokam Irr & Drain Dist,AZ,"3,744","34,137","1,556",N,N,N,N
2012,8703,City of Hoisington - (KS),KS,"3,076.1","19,767","1,661",N,N,N,N
2012,8714,Town of Holden,UT,210,"1,910",210,N,N,N,N
2012,8715,Town of Holden - (MA),MA,"12,430","98,808","7,515",N,Y,N,N
2012,8733,Village of Holley - (NY),NY,"1,676.8","31,525","1,012",N,N,N,N
2012,8751,Town of Holly - (CO),CO,"1,138","6,868",578,N,N,N,N
2012,8777,City of Holyoke - (CO),CO,"2,271","22,216","1,195",N,N,N,N
2012,8781,City of Holyrood - (KS),KS,355,"3,358",305,N,N,N,N
2012,8797,Hull Municipal Light Plant,MA,"7,498","50,195","6,174",N,N,N,N
2012,8799,City of Hominy - (OK),OK,"2,502","22,273","1,447",N,N,N,N
2012,8801,City of Hondo,TX,"7,471.3","75,680","2,714",N,N,N,N
2012,8825,Town of Hookerton - (NC),NC,737,"5,179",390,N,N,N,N
2012,8826,Hooversville Boro Elec Lgt Co,PA,478,"3,520",380,N,N,N,N
2012,8847,City of Hopkinton,IA,782,"7,073",375,N,N,N,N
2012,8871,City of Horton - (KS),KS,"1,781","14,427",995,N,N,N,N
2012,8896,City of Houston - (MO),MO,"3,373","34,000","1,244",N,N,N,N
2012,8919,City of Howard - (SD),SD,"1,220","14,538",680,N,N,N,N
2012,8949,City of Hubbard,OH,"4,143","54,407","4,307",N,N,N,N
2012,8966,Hudson Municipal Electric Utility,IA,"1,464.4","13,369",901,N,N,N,N
2012,9000,Hughes Power & Light Co,AK,235.4,333,38,N,N,N,N
2012,9022,City of Hubbell- (NE),NE,84,766,55,N,N,N,N
2012,9025,City of Hunnewell - (MO),MO,144.5,"1,256",91,N,N,N,N
2012,9067,City of Hope,ND,361,"5,157",195,N,N,N,N
2012,9088,City of Huntingburg - (IN),IN,"8,067","77,086","3,328",N,N,N,N
2012,9144,Village of Hyde Park - (VT),VT,"2,017.3","10,937","1,367",N,Y,N,N
2012,9186,"Idaho County L&P Coop Assn, Inc",ID,"5,111.9","48,769","3,750",N,Y,Y,N
2012,9188,"I-N-N Electric Coop, Inc",AK,"1,669.1","4,000",328,N,N,N,N
2012,9192,Igiugig Electric Company,AK,223.7,293,51,N,N,N,N
2012,9200,Village of Ilion - (NY),NY,"5,210","100,662","3,971",N,N,N,N
2012,9274,City of Indianola - (NE),NE,553,"4,893",393,N,N,N,N
2012,9416,Ipnatchiaq Electric Company,AK,467,465,62,N,N,N,N
2012,9422,J-A-C Electric Coop Inc,TX,"7,940","83,140","5,635",N,N,N,N
2012,9463,City of Isabel - (KS),KS,98,984,63,N,N,N,N
2012,9472,City of Itta Bena - (MS),MS,"1,829","15,239","1,030",N,N,N,N
2012,9541,City of Iuka - (KS),KS,222.6,"1,506",93,N,N,N,N
2012,9572,Village of Jackson Center - (OH),OH,"1,484","15,287",774,N,N,N,N
2012,9573,City of Jackson - (GA),GA,"4,566","38,454","1,592",N,N,N,N
2012,9610,Village of Jacksonville - (VT),VT,836.4,"4,934",703,N,Y,N,N
2012,9646,Town of Jamestown- (IN),IN,824.4,"8,514",542,N,N,N,N
2012,9650,City of Janesville - (MN),MN,"1,405","11,558","1,291",N,N,N,N
2012,9732,City of Jetmore,KS,959,"8,947",613,N,N,N,N
2012,9776,City of Johnson - (KS),KS,"1,970","15,731",822,N,N,N,N
2012,9806,Village of Johnson - (VT),VT,"2,310.6","13,108",924,N,Y,N,N
2012,9832,Kuiggluum Kallugvia,AK,589.2,"1,266",222,N,N,N,N
2012,9880,City of Jonesville - (LA),LA,"2,158","14,728","1,243",N,N,N,N
2012,9897,City of King Cove,AK,"1,273.9","4,246",415,N,N,N,N
2012,9928,City of Julesburg - (CO),CO,939.6,"11,035",795,N,N,N,N
2012,9973,City of Kahoka,MO,"2,221","26,241","1,192",N,N,N,N
2012,9995,Kanosh Town Corporation,UT,197,"2,022",298,N,N,N,N
2012,9998,City of Kandiyohi,MN,336,"3,596",252,N,N,N,N
2012,10025,City of Kaplan,LA,"4,881","39,331","2,122",N,N,N,N
2012,10037,City of Kasota - (MN),MN,264.6,"4,135",341,N,N,N,N
2012,10040,City of Kasson,MN,"3,046","31,015","2,643",N,N,N,N
2012,10089,Keewatin Public Utilities,MN,395.8,"5,968",545,N,N,N,N
2012,10172,City of Marathon,IA,257,"2,142",218,N,N,N,N
2012,10181,Keosauqua Municipal Light & Pwr,IA,"1,413","13,646",633,N,N,Y,N
2012,10229,City of Hickman - (NE),NE,"1,038.9","10,508",698,N,N,N,N
2012,10243,City of Kiel - (WI),WI,"7,831","81,747","2,563",N,N,N,N
2012,10265,City of Kimballton - (IA),IA,193,"2,265",213,N,N,Y,N
2012,10320,City of Kingfisher,OK,"5,123.6","50,804","2,251",N,N,N,N
2012,10326,PUD No 1 of Kittitas County,WA,"8,057","92,446","4,189",N,Y,N,N
2012,10329,"Kingsbury Electric Coop, Inc",SD,"2,433","21,361","1,055",N,N,N,N
2012,10330,Town of Kingsford Heights,IN,581,"5,823",588,N,N,N,N
2012,10351,City of Kiowa - (KS),KS,"1,530","11,535",597,N,N,N,N
2012,10359,Kirbyville Light & Power Co,TX,"2,262","21,722","1,068",N,N,N,N
2012,10407,Town of Knightstown - (IN),IN,"2,217","23,271","1,696",N,N,N,N
2012,10447,City of Kosciusko - (MS),MS,"6,721","65,007","3,180",N,N,N,N
2012,10455,Kokhanok Village Council,AK,342,506,78,Y,Y,Y,Y
2012,10491,Kwig Power Company,AK,604.2,991,125,N,N,N,N
2012,10494,Borough of Kutztown - (PA),PA,"8,092","55,346","2,463",N,Y,N,N
2012,10525,La Farge Municipal Electric Co,WI,791,"7,219",537,Y,Y,N,N
2012,10532,City of La Grange - (TX),TX,"5,726","64,975","2,971",N,N,N,N
2012,10533,City of La Harpe - (KS),KS,241.8,"2,961",282,N,N,N,N
2012,10536,City of La Junta - (CO),CO,"10,234.7","75,938","3,758",N,N,N,N
2012,10538,City of La Plata - (MO),MO,"1,127.9","9,000",760,N,N,N,N
2012,10542,La Porte City Utilities,IA,"1,859","15,258","1,156",N,N,N,N
2012,10559,City of La Crosse - (KS),KS,"1,246","11,956",889,N,N,N,N
2012,10568,Town of Ladoga - (IN),IN,689,"7,161",635,N,N,N,N
2012,10570,City of Lafayette - (AL),AL,"4,929.1","39,273","1,573",N,N,N,N
2012,10571,City of LaFayette - (GA),GA,"7,460","90,529","4,420",N,N,N,N
2012,10573,Village of Hildreth,NE,154.6,"4,062",245,N,N,N,N
2012,10586,Town of La Grange - (NC),NC,"3,475.1","24,722","1,500",N,N,Y,N
2012,10608,City of Lake Park - (IA),IA,"1,472.9","12,079",713,N,N,N,N
2012,10609,City of Lake Park - (MN),MN,734,"7,658",486,N,N,N,N
2012,10616,Village of Lakeview - (OH),OH,"1,052","9,730",938,N,N,N,N
2012,10617,City of Lake View - (IA),IA,"1,844","19,473","1,389",N,N,Y,N
2012,10622,City of Lakefield - (MN),MN,"1,333","14,196","1,017",N,N,N,N
2012,10628,City of Lakin - (KS),KS,"2,054","15,973","1,005",N,N,N,N
2012,10633,City of Lamar - (CO),CO,"12,696","91,469","5,653",N,Y,N,N
2012,10669,Town of Landis - (NC),NC,"5,495","43,690","2,837",N,N,Y,N
2012,10685,Lanesboro Public Utility Comm,MN,861.8,"6,454",453,Y,N,N,N
2012,10687,City of Lanett - (AL),AL,"5,571","55,460","3,550",N,N,N,N
2012,10706,City of Larchwood - (IA),IA,750,"8,275",457,N,N,N,N
2012,10716,City of Larsen Bay - (AK),AK,53.8,154,89,N,N,N,N
2012,10730,City of Las Animas - (CO),CO,"4,055.3","24,818","1,966",N,N,N,N
2012,10760,City of Laurel - (NE),NE,"1,020.2","10,591",659,N,N,N,N
2012,10767,City of Linneus - (MO),MO,278,"2,151",161,N,N,N,N
2012,10776,Borough of Lavallette - (NJ),NJ,"2,728","17,035","2,555",N,N,N,N
2012,10777,Town of Laverne - (OK),OK,"1,140.9","11,000",784,N,N,N,N
2012,10784,City of Lawler - (IA),IA,276,"2,706",267,N,N,N,N
2012,10881,City of Lehigh - (IA),IA,183,"2,133",255,N,N,N,N
2012,10882,Borough of Lehighton - (PA),PA,"6,281","46,536","2,965",N,N,N,N
2012,10886,Village of Leigh - (NE),NE,593,"6,501",305,N,N,N,N
2012,10892,City of Leland - (MS),MS,"3,755","29,148","2,001",N,N,N,N
2012,10935,City of Lewes - (DE),DE,"8,897.3","76,756","3,675",N,Y,Y,N
2012,10959,Borough of Lewisberry - (PA),PA,298.5,"2,211",192,N,N,N,N
2012,10961,City of Lewisville - (IN),IN,180.1,"2,718",244,N,N,N,N
2012,10969,City of Lexington - (TX),TX,"1,174","10,695",591,N,N,N,N
2012,10970,City of Lexington - (OK),OK,"1,445","11,024",803,N,N,N,N
2012,10977,City of Liberal - (MO),MO,514.2,"5,003",388,N,N,N,N
2012,10978,Levan Town Corporation,UT,363,"4,877",330,N,N,Y,N
2012,11017,City of Lincoln Center - (KS),KS,"1,768","13,369",879,N,N,N,N
2012,11021,Lincoln County Power Dist No 1,NV,"2,664","43,337","1,079",N,Y,N,N
2012,11035,City of Lincolnton - (NC),NC,"5,863","57,513","2,670",N,N,Y,N
2012,11040,City of Lindsborg - (KS),KS,"2,992.5","26,594","1,678",N,N,N,N
2012,11055,City of Linton - (IN),IN,"7,514","68,050","3,614",N,N,N,N
2012,11058,City of Lindsay,OK,"2,701","25,493","1,496",N,N,N,N
2012,11083,Village of Little Valley - (NY),NY,"1,309.8","20,684","1,384",N,N,N,N
2012,11093,City of Livermore- (IA),IA,331,"2,591",221,N,N,N,N
2012,11097,City of Livingston - (TX),TX,"9,657","83,566","3,280",N,N,N,N
2012,11099,Town of Lingle - (WY),WY,451.9,"4,000",265,N,N,N,N
2012,11103,City of Llano - (TX),TX,"4,634","40,849","1,944",N,N,N,N
2012,11121,Lockwood Water & Light Company,MO,"1,076","7,044",537,N,N,N,N
2012,11122,City of Lodgepole - (NE),NE,312,"2,603",241,N,N,N,N
2012,11126,Village of Lodi - (OH),OH,"3,912.8","41,456","1,790",N,N,Y,N
2012,11141,City of Long Grove - (IA),IA,332,"2,834",226,N,N,N,N
2012,11196,Town of Littleton - (NH),NH,"8,731","72,337","3,880",N,Y,N,N
2012,11205,Town of Lucama - (NC),NC,"2,018","18,269","1,154",N,N,N,N
2012,11206,City of Mulberry - (KS),KS,409,"2,561",263,N,N,N,N
2012,11207,City of Muscotah,KS,104,857,95,N,N,N,N
2012,11211,Lost River Electric Coop Inc,ID,"5,427","77,882","2,621",N,N,N,N
2012,11228,Town of Louisburg - (NC),NC,"7,641.1","58,961","1,930",N,N,Y,N
2012,11268,City of Lowell - (MI),MI,"7,132.5","68,498","2,656",N,N,N,N
2012,11296,Village of Lucas - (OH),OH,397,"3,592",350,N,N,N,N
2012,11299,City of Lucas- (KS),KS,522.4,"5,000",372,N,N,N,N
2012,11306,City of Luray - (KS),KS,213,"1,818",173,N,N,N,N
2012,11316,City of Luling - (TX),TX,"6,587","60,311","2,684",N,N,N,N
2012,11330,Town of Lusk - (WY),WY,"1,611","15,082","1,154",N,N,N,N
2012,11333,City of Luverne - (AL),AL,"3,136","43,949","1,835",N,N,N,N
2012,11346,Village of Lyman,NE,695,"6,848",262,N,N,N,N
2012,11360,Town of MacClesfield,NC,477.4,"3,135",274,N,N,N,N
2012,11372,City of Lyons - (NE),NE,865,"8,120",562,N,N,N,N
2012,11376,Town of Lyons - (CO),CO,"1,045","11,471","1,257",N,N,N,N
2012,11424,City of Mabel - (MN),MN,628.4,"5,256",497,N,N,N,N
2012,11470,City of Maddock - (ND),ND,673,"7,635",334,N,N,N,N
2012,11482,City of Madison - (MN),MN,"1,089","16,232",970,N,N,N,N
2012,11515,Town of Maiden - (NC),NC,"5,848","69,945","1,122",N,N,N,N
2012,11540,City of Malden - (MO),MO,"5,213","49,393","2,356",N,N,N,N
2012,11541,City of Manitou - (OK),OK,86,"1,052",83,N,N,N,N
2012,11572,City of Mankato - (KS),KS,627,"8,003",616,N,N,N,N
2012,11578,Town of Mannford - (OK),OK,"3,283","37,976","1,098",N,N,N,N
2012,11585,City of Mansfield - (MO),MO,"1,681","18,097",644,N,N,N,N
2012,11587,City of Mansfield - (GA),GA,660,"6,343",262,N,N,N,N
2012,11588,City of Manti - (UT),UT,"1,675.5","18,063","1,394",N,N,N,N
2012,11609,City of Mapleton- (IA),IA,"1,173","13,007","1,020",N,N,Y,N
2012,11618,Village of Marathon - (NY),NY,"1,304","20,968",915,N,N,N,N
2012,11626,City of Marceline,MO,"3,650","29,522","1,276",N,N,N,N
2012,11658,City of Marion,KS,"1,866","17,332","1,179",N,N,N,N
2012,11691,City of Marlow - (OK),OK,"2,815","44,834","2,300",N,N,N,N
2012,11736,City of Marshall - (IL),IL,"6,443","64,980","2,379",N,N,N,N
2012,11739,Village of Marshallville - (OH),OH,808,"7,026",490,N,N,N,N
2012,11790,City of Mascoutah - (IL),IL,"6,984","53,848","3,361",N,N,N,N
2012,11793,City of Mason - (TX),TX,"2,844","24,580","1,499",N,N,N,N
2012,11844,Matinicus Plantation Elec Co,ME,191.2,278,130,N,N,N,N
2012,11892,Village of Mayville - (NY),NY,"1,564","27,585","1,172",N,N,N,N
2012,11895,Village of Mazomanie - (WI),WI,"2,680","28,338",940,N,Y,N,Y
2012,11965,City of McCleary - (WA),WA,"2,190.8","29,685","1,025",N,N,N,N
2012,12006,Town of McCormick - (SC),SC,"1,902","16,146","1,078",N,N,N,N
2012,12070,McDonough Power Coop,IL,"10,123.7","75,579","5,187",N,N,N,N
2012,12114,City of McGregor- (IA),IA,772,"7,163",639,Y,N,Y,N
2012,12119,McGrath Light & Power Co,AK,976.5,"2,753",298,N,N,N,N
2012,12167,City of McLeansboro - (IL),IL,"3,189","22,610","1,617",N,N,N,N
2012,12191,McMullen Valley Water C&D Dist,AZ,"3,838","68,409",109,N,N,Y,N
2012,12242,City of Meade,KS,"1,761","15,401",931,N,N,N,N
2012,12289,Meadow Town Corporation,UT,172,"1,751",174,N,N,N,N
2012,12292,City of Meadville - (MO),MO,365.2,"2,847",217,N,Y,N,N
2012,12294,City of Memphis - (MO),MO,"2,447","18,320","1,294",N,N,N,N
2012,12296,Town of Merrimac - (MA),MA,"4,547.6","28,000","2,968",N,Y,N,N
2012,12302,City of Mendon - (OH),OH,467,"5,055",325,N,N,N,N
2012,12336,Village of Merrillan - (WI),WI,331,"3,836",427,N,N,N,N
2012,12385,Metlakatla Power & Light,AK,"1,973","19,192",822,N,N,N,N
2012,12388,City of Metropolis - (IL),IL,"9,274","89,513","3,878",N,N,N,N
2012,12474,Borough of Middletown - (PA),PA,"8,600.7","61,509","3,786",N,N,N,N
2012,12476,Town of Middletown - (IN),IN,"1,889","21,309","1,397",N,N,N,N
2012,12485,Middle Kuskokwim Elec Coop Inc,AK,"1,082",934,200,N,N,N,N
2012,12523,Borough of Mifflinburg - (PA),PA,"5,038","39,151","1,853",N,N,N,N
2012,12531,City of Milan - (MO),MO,"1,708","20,553",980,N,N,N,N
2012,12533,Village of Milan - (OH),OH,"1,437","12,019",722,N,N,N,N
2012,12608,Borough of Milltown - (NJ),NJ,"8,543","38,478","3,024",N,N,N,N
2012,12609,City of Minidoka - (ID),ID,52,868,48,N,N,N,N
2012,12616,City of Milton - (WA),WA,"4,002","58,995","3,399",N,N,N,N
2012,12627,City of Mindenmines - (MO),MO,196,"2,015",130,N,N,N,N
2012,12717,City of Mitchell - (NE),NE,"1,497","14,641",975,N,N,N,N
2012,12759,Mohawk Municipal Comm,NY,815,"22,257","1,341",N,N,N,N
2012,12797,City of Monroe - (UT),UT,886,"12,256","1,006",N,N,N,N
2012,12802,City of Monroe City - (MO),MO,"3,515","34,077","1,350",N,N,N,N
2012,12811,Village of Monroeville - (OH),OH,"4,521","54,811",839,N,N,N,N
2012,12817,Mont Alto Borough,PA,"1,209","9,489",745,N,N,N,N
2012,12838,City of Montezuma - (KS),KS,"1,071","9,705",542,N,N,N,N
2012,12840,Town of Montezuma - (IN),IN,"1,660.5","14,029",688,N,N,N,N
2012,12851,City of Monticello - (GA),GA,"2,154","22,331","1,530",N,N,N,N
2012,12861,Village of Montpelier - (OH),OH,"6,163","72,357","2,324",N,N,N,N
2012,12876,City of Moore Haven - (FL),FL,"1,825","13,990",859,N,N,N,N
2012,12892,City of Mooreland - (OK),OK,"1,284","12,461",656,N,N,N,N
2012,12896,City of Morrill - (KS),KS,228,"1,158",141,N,N,N,N
2012,12909,City of Moran,KS,511,"5,514",277,N,N,N,N
2012,12928,Morgan City - (UT),UT,"2,078","18,839","1,710",N,Y,Y,N
2012,12952,Village of Morrill - (NE),NE,"1,954.2","17,738","1,127",N,N,N,N
2012,13025,City of Moulton - (TX),TX,"1,200","9,500",696,N,N,N,N
2012,13033,City of Mount Dora - (FL),FL,"10,830","84,631","5,701",N,N,N,N
2012,13035,City of Mount Hope - (KS),KS,682,"5,970",362,N,N,N,N
2012,13037,City of Mt Pleasant - (UT),UT,"1,784","18,677","2,022",N,N,N,N
2012,13044,City of Mountain Iron - (MN),MN,"2,173","19,841","1,252",N,N,N,N
2012,13048,City of Mountain Lake - (MN),MN,"2,182","25,102","1,112",N,Y,N,N
2012,13057,City of Mountain View - (MO),MO,"2,660","31,774","1,439",N,N,N,N
2012,13090,Village of Mullen,NE,562.8,"6,304",379,N,N,N,N
2012,13149,City of Needles - (CA),CA,"6,921.6","54,224","3,000",N,Y,N,N
2012,13201,"Naknek Electric Assn, Inc",AK,"9,650","19,665","1,033",N,N,N,N
2012,13205,"New Enterprise R E C, Inc",PA,"5,395","48,461","4,778",N,N,N,N
2012,13211,Napakiak Ircinraq Power Co,AK,350.4,463,134,N,N,N,N
2012,13219,City of Nashwauk,MN,569.2,"9,325",650,N,N,N,N
2012,13286,New Hampton Village Precinct,NH,370,"3,190",101,N,N,N,N
2012,13375,City of Nelson - (NE),NE,523,"5,235",344,N,N,N,N
2012,13382,City of Neola - (IA),IA,426.8,"5,739",542,N,N,N,N
2012,13387,"Nespelem Valley Elec Coop, Inc",WA,"3,392","49,509","1,563",N,N,N,N
2012,13388,Nephi City Corporation,UT,"4,987.2","70,071","2,208",N,Y,N,N
2012,13420,Village of New Bremen - (OH),OH,"4,901","64,247","1,594",N,N,N,N
2012,13423,Town of New Carlisle- (IN),IN,"1,190.1","11,193",878,N,N,N,N
2012,13464,Village of New Knoxville - (OH),OH,982.2,"9,955",452,N,N,N,N
2012,13465,City of Nielsville,MN,58,538,57,N,N,N,N
2012,13466,City of New Lisbon,WI,"2,157","24,813",872,N,N,N,N
2012,13468,New London Municipal Utilities,IA,"1,706.6","14,218","1,256",N,N,Y,N
2012,13470,City of New Madrid - (MO),MO,"2,620","38,459","1,775",N,N,N,N
2012,13471,City of New Martinsville - (WV),WV,"3,571","29,668","1,793",N,N,N,N
2012,13477,Nelson Lagoon Elec Coop Inc,AK,288,342,57,N,N,N,N
2012,13483,City of New Roads - (LA),LA,"2,975.4","36,535","2,248",N,N,N,N
2012,13489,Borough of New Wilmington - (PA),PA,"2,614","19,498",738,N,N,N,N
2012,13495,City of Newfolden - (MN),MN,380,"4,150",220,N,N,N,N
2012,13521,City of Newberry - (FL),FL,"3,850.8","31,157","1,589",N,Y,N,N
2012,13525,Newberry Water & Light Board,MI,"2,003","18,129","1,461",N,N,N,N
2012,13527,City of Newburg - (MO),MO,357,"3,310",244,N,N,N,N
2012,13530,City of Newkirk - (OK),OK,"1,545","23,676","1,389",N,N,N,N
2012,13560,City of Newton - (IL),IL,"2,700","28,515","1,662",N,N,N,N
2012,13563,City of Newton Falls,OH,"4,231","44,864","2,579",N,N,N,N
2012,13566,Newton County Rural E M C,IN,"4,313","39,883","1,374",N,N,N,N
2012,13603,City of Newton - (TX),TX,"2,157.9","20,894","1,039",N,N,N,N
2012,13681,North Branch Water & Light Comm,MN,"3,182.9","27,943","1,931",N,N,N,N
2012,13685,"Niobrara Electric Assn, Inc","WY, NE, SD","7,610","67,877","2,916",N,Y,N,Y
2012,13749,"NorVal Electric Cooperative, Inc",MT,"7,244","52,550","3,255",N,Y,N,N
2012,13777,Northern Rio Arriba E Coop Inc,NM,"6,188","46,803","4,377",Y,Y,N,N
