Data Year,Utility Number,Utility Name,State,County
2012,3597,Citizens Electric Co - (PA),PA,Union
2012,3600,Citizens Electric Corporation - (MO),MO,Bollinger
2012,3600,Citizens Electric Corporation - (MO),MO,Cape Girardeau
2012,3600,Citizens Electric Corporation - (MO),MO,Jefferson
2012,3600,Citizens Electric Corporation - (MO),MO,Perry
2012,3600,Citizens Electric Corporation - (MO),MO,St Francois
2012,3600,Citizens Electric Corporation - (MO),MO,Ste Genevieve
2012,3633,City of McLaughlin - (SD),SD,Corson
2012,3634,City of Nixa - (MO),MO,Christian
2012,3641,"Claiborne Electric Coop, Inc",LA,Bienville
2012,3641,"Claiborne Electric Coop, Inc",LA,Claiborne
2012,3641,"Claiborne Electric Coop, Inc",LA,Lincoln
2012,3641,"Claiborne Electric Coop, Inc",LA,Ouachita
2012,3641,"Claiborne Electric Coop, Inc",LA,Union
2012,3641,"Claiborne Electric Coop, Inc",LA,Webster
2012,3644,PUD No 1 of Clallam County,WA,Clallam
2012,3644,PUD No 1 of Clallam County,WA,Jefferson
2012,3647,City of Claremore,OK,Rogers
2012,3660,PUD No 1 of Clark County - (WA),WA,Clark
2012,3687,Clark Energy Coop Inc - (KY),KY,Bath
2012,3687,Clark Energy Coop Inc - (KY),KY,Bourbon
2012,3687,Clark Energy Coop Inc - (KY),KY,Clark
2012,3687,Clark Energy Coop Inc - (KY),KY,Estill
2012,3687,Clark Energy Coop Inc - (KY),KY,Fayette
2012,3687,Clark Energy Coop Inc - (KY),KY,Madison
2012,3687,Clark Energy Coop Inc - (KY),KY,Menifee
2012,3687,Clark Energy Coop Inc - (KY),KY,Montgomery
2012,3687,Clark Energy Coop Inc - (KY),KY,Morgan
2012,3687,Clark Energy Coop Inc - (KY),KY,Powell
2012,3687,Clark Energy Coop Inc - (KY),KY,Rowan
2012,3687,Clark Energy Coop Inc - (KY),KY,Wolfe
2012,3701,Clark Electric Coop - (WI),WI,Chippewa
2012,3701,Clark Electric Coop - (WI),WI,Clark
2012,3701,Clark Electric Coop - (WI),WI,Jackson
2012,3701,Clark Electric Coop - (WI),WI,Marathon
2012,3701,Clark Electric Coop - (WI),WI,Taylor
2012,3701,Clark Electric Coop - (WI),WI,Wood
2012,3702,Clarksdale Public Utilities,MS,Coahoma
2012,3704,City of Clarksville - (TN),TN,Montgomery
2012,3705,Clarksville Light & Water Co,AR,Johnson
2012,3710,City of Clay Center,KS,Clay
2012,3712,Clay County Electric Coop Corp,AR,Clay
2012,3712,Clay County Electric Coop Corp,AR,Greene
2012,3712,Clay County Electric Coop Corp,AR,Randolph
2012,3712,Clay County Electric Coop Corp,AR,Sharp
2012,3712,Clay County Electric Coop Corp,MO,Butler
2012,3712,Clay County Electric Coop Corp,MO,Oregon
2012,3712,Clay County Electric Coop Corp,MO,Ripley
2012,3716,Clay-Union Electric Corp,SD,Clay
2012,3716,Clay-Union Electric Corp,SD,Lincoln
2012,3716,Clay-Union Electric Corp,SD,Turner
2012,3716,Clay-Union Electric Corp,SD,Union
2012,3716,Clay-Union Electric Corp,SD,Yankton
2012,3722,Clarke Electric Coop Inc - (IA),IA,Clarke
2012,3722,Clarke Electric Coop Inc - (IA),IA,Decatur
2012,3722,Clarke Electric Coop Inc - (IA),IA,Lucas
2012,3722,Clarke Electric Coop Inc - (IA),IA,Madison
2012,3722,Clarke Electric Coop Inc - (IA),IA,Ringgold
2012,3722,Clarke Electric Coop Inc - (IA),IA,Union
2012,3722,Clarke Electric Coop Inc - (IA),IA,Warren
2012,3722,Clarke Electric Coop Inc - (IA),IA,Wayne
2012,3726,Clay Electric Coop Inc,IL,Clay
2012,3726,Clay Electric Coop Inc,IL,Effingham
2012,3726,Clay Electric Coop Inc,IL,Fayette
2012,3726,Clay Electric Coop Inc,IL,Jasper
2012,3726,Clay Electric Coop Inc,IL,Marion
2012,3726,Clay Electric Coop Inc,IL,Richland
2012,3726,Clay Electric Coop Inc,IL,Wayne
2012,3731,Town of Clayton,NC,Johnston
2012,3732,Town of Clayton,DE,Kent
2012,3735,City of Colman - (SD),SD,Moody
2012,3739,Clearwater Power Company,ID,Benewah
2012,3739,Clearwater Power Company,ID,Clearwater
2012,3739,Clearwater Power Company,ID,Idaho
2012,3739,Clearwater Power Company,ID,Latah
2012,3739,Clearwater Power Company,ID,Lewis
2012,3739,Clearwater Power Company,ID,Nez Perce
2012,3739,Clearwater Power Company,ID,Shoshone
2012,3739,Clearwater Power Company,OR,Wallowa
2012,3739,Clearwater Power Company,WA,Asotin
2012,3739,Clearwater Power Company,WA,Garfield
2012,3739,Clearwater Power Company,WA,Whitman
2012,3755,Cleveland Electric Illum Co,OH,Ashtabula
2012,3755,Cleveland Electric Illum Co,OH,Cuyahoga
2012,3755,Cleveland Electric Illum Co,OH,Geauga
2012,3755,Cleveland Electric Illum Co,OH,Lake
2012,3755,Cleveland Electric Illum Co,OH,Lorain
2012,3755,Cleveland Electric Illum Co,OH,Medina
2012,3755,Cleveland Electric Illum Co,OH,Portage
2012,3755,Cleveland Electric Illum Co,OH,Summit
2012,3755,Cleveland Electric Illum Co,OH,Trumbull
2012,3757,"Clay Electric Cooperative, Inc",FL,Alachua
2012,3757,"Clay Electric Cooperative, Inc",FL,Baker
2012,3757,"Clay Electric Cooperative, Inc",FL,Bradford
2012,3757,"Clay Electric Cooperative, Inc",FL,Clay
2012,3757,"Clay Electric Cooperative, Inc",FL,Columbia
2012,3757,"Clay Electric Cooperative, Inc",FL,Duval
2012,3757,"Clay Electric Cooperative, Inc",FL,Flagler
2012,3757,"Clay Electric Cooperative, Inc",FL,Gilchrist
2012,3757,"Clay Electric Cooperative, Inc",FL,Lake
2012,3757,"Clay Electric Cooperative, Inc",FL,Levy
2012,3757,"Clay Electric Cooperative, Inc",FL,Marion
2012,3757,"Clay Electric Cooperative, Inc",FL,Putnam
2012,3757,"Clay Electric Cooperative, Inc",FL,Suwannee
2012,3757,"Clay Electric Cooperative, Inc",FL,Union
2012,3757,"Clay Electric Cooperative, Inc",FL,Volusia
2012,3758,City of Cleveland - (TN),TN,Bradley
2012,3762,City of Cleveland - (OH),OH,Cuyahoga
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Beltrami
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Clearwater
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Hubbard
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Mahnomen
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Polk
2012,3764,Clearwater-Polk Elec Coop Inc,MN,Red Lake
2012,3774,City of Clewiston,FL,Hendry
2012,3804,Clinton Combined Utility Sys,SC,Laurens
2012,3806,"Clinton County Elec Coop, Inc",IL,Clinton
2012,3806,"Clinton County Elec Coop, Inc",IL,Fayette
2012,3806,"Clinton County Elec Coop, Inc",IL,Madison
2012,3806,"Clinton County Elec Coop, Inc",IL,Marion
2012,3806,"Clinton County Elec Coop, Inc",IL,St Clair
2012,3806,"Clinton County Elec Coop, Inc",IL,Washington
2012,3812,City of Clinton - (TN),TN,Anderson
2012,3812,City of Clinton - (TN),TN,Campbell
2012,3812,City of Clinton - (TN),TN,Knox
2012,3812,City of Clinton - (TN),TN,Morgan
2012,3812,City of Clinton - (TN),TN,Roane
2012,3812,City of Clinton - (TN),TN,Union
2012,3813,Village of Clinton - (MI),MI,Lenawee
2012,3813,Village of Clinton - (MI),MI,Washtenaw
2012,3814,City of Clintonville - (WI),WI,Waupaca
2012,3815,Town of Coatesville - (IN),IN,Hendricks
2012,3824,Clyde Light & Power,OH,Sandusky
2012,3828,Cloverland Electric Co-op,MI,Chippewa
2012,3828,Cloverland Electric Co-op,MI,Delta
2012,3828,Cloverland Electric Co-op,MI,Luce
2012,3828,Cloverland Electric Co-op,MI,Mackinac
2012,3828,Cloverland Electric Co-op,MI,Schoolcraft
2012,3839,Coahoma Electric Power Assn,MS,Bolivar
2012,3839,Coahoma Electric Power Assn,MS,Coahoma
2012,3839,Coahoma Electric Power Assn,MS,DeSoto
2012,3839,Coahoma Electric Power Assn,MS,Quitman
2012,3839,Coahoma Electric Power Assn,MS,Sunflower
2012,3839,Coahoma Electric Power Assn,MS,Tallahatchie
2012,3839,Coahoma Electric Power Assn,MS,Tunica
2012,3841,Coast Electric Power Assn,MS,Hancock
2012,3841,Coast Electric Power Assn,MS,Harrison
2012,3841,Coast Electric Power Assn,MS,Pearl River
2012,3843,Coastal Electric Member Corp,GA,Bryan
2012,3843,Coastal Electric Member Corp,GA,Liberty
2012,3843,Coastal Electric Member Corp,GA,Long
2012,3843,Coastal Electric Member Corp,GA,Mcintosh
2012,3844,"Coastal Electric Coop, Inc",SC,Bamberg
2012,3844,"Coastal Electric Coop, Inc",SC,Colleton
2012,3844,"Coastal Electric Coop, Inc",SC,Dorchester
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Beadle
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Clark
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Codington
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Day
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Deuel
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Grant
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Hamlin
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Kingsbury
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Roberts
2012,3850,"Codington-Clark Elec Coop, Inc",SD,Spink
2012,3855,Columbia Power System,TN,Maury
2012,3855,Columbia Power System,TN,Williamson
2012,3881,City of Cody,WY,Park
2012,3892,City of Coffeyville - (KS),KS,Labette
2012,3892,City of Coffeyville - (KS),KS,Montgomery
2012,3892,City of Coffeyville - (KS),OK,Nowata
2012,3900,City of Coggon,IA,Linn
2012,3913,City of Colby - (KS),KS,Thomas
2012,3915,Coldwater Board of Public Util,MI,Branch
2012,3916,Cobb Electric Membership Corp,GA,Bartow
2012,3916,Cobb Electric Membership Corp,GA,Calhoun
2012,3916,Cobb Electric Membership Corp,GA,Cherokee
2012,3916,Cobb Electric Membership Corp,GA,Clay
2012,3916,Cobb Electric Membership Corp,GA,Cobb
2012,3916,Cobb Electric Membership Corp,GA,Fulton
2012,3916,Cobb Electric Membership Corp,GA,Paulding
2012,3916,Cobb Electric Membership Corp,GA,Quitman
2012,3916,Cobb Electric Membership Corp,GA,Randolph
2012,3923,City of Coleman - (TX),TX,Coleman
2012,3931,Coles-Moultrie Electric Coop,IL,Clark
2012,3931,Coles-Moultrie Electric Coop,IL,Coles
2012,3931,Coles-Moultrie Electric Coop,IL,Cumberland
2012,3931,Coles-Moultrie Electric Coop,IL,Douglas
2012,3931,Coles-Moultrie Electric Coop,IL,Edgar
2012,3931,Coles-Moultrie Electric Coop,IL,Moultrie
2012,3931,Coles-Moultrie Electric Coop,IL,Piatt
2012,3931,Coles-Moultrie Electric Coop,IL,Shelby
2012,3938,"Coleman County Elec Coop, Inc",TX,Brown
2012,3938,"Coleman County Elec Coop, Inc",TX,Callahan
2012,3938,"Coleman County Elec Coop, Inc",TX,Coke
2012,3938,"Coleman County Elec Coop, Inc",TX,Coleman
2012,3938,"Coleman County Elec Coop, Inc",TX,Concho
2012,3938,"Coleman County Elec Coop, Inc",TX,Runnels
2012,3938,"Coleman County Elec Coop, Inc",TX,Taylor
2012,3938,"Coleman County Elec Coop, Inc",TX,Tom Green
2012,3939,City of College Park - (GA),GA,Clayton
2012,3939,City of College Park - (GA),GA,Fulton
2012,3939,City of College Park - (GA),GA,Henry
2012,3940,City of College Station - (TX),TX,Brazos
2012,3957,City of Collins - (MS),MS,Covington
2012,3986,City of Collinsville - (OK),OK,Tulsa
2012,3989,City of Colorado Springs - (CO),CO,El Paso
2012,3989,City of Colorado Springs - (CO),CO,Teller
2012,3990,Colorado River Indian Irr Proj,AZ,La Paz
2012,3990,Colorado River Indian Irr Proj,CA,San Bernardino
2012,4003,City of Colton- (CA),CA,San Bernardino
2012,4005,"Columbia Basin Elec Cooperative, Inc",OR,Gilliam
2012,4005,"Columbia Basin Elec Cooperative, Inc",OR,Morrow
2012,4005,"Columbia Basin Elec Cooperative, Inc",OR,Sherman
2012,4005,"Columbia Basin Elec Cooperative, Inc",OR,Umatilla
2012,4005,"Columbia Basin Elec Cooperative, Inc",OR,Wheeler
2012,4007,City of Columbia City,IN,Noble
2012,4007,City of Columbia City,IN,Whitley
2012,4008,Columbia Power Coop Assn Inc,OR,Grant
2012,4008,Columbia Power Coop Assn Inc,OR,Umatilla
2012,4008,Columbia Power Coop Assn Inc,OR,Wheeler
2012,4040,Calhoun County Elec Coop Assn,IA,Calhoun
2012,4040,Calhoun County Elec Coop Assn,IA,Greene
2012,4040,Calhoun County Elec Coop Assn,IA,Pocahontas
2012,4040,Calhoun County Elec Coop Assn,IA,Sac
2012,4040,Calhoun County Elec Coop Assn,IA,Webster
2012,4041,"Columbia Rural Elec Assn, Inc",OR,Umatilla
2012,4041,"Columbia Rural Elec Assn, Inc",WA,Columbia
2012,4041,"Columbia Rural Elec Assn, Inc",WA,Walla Walla
2012,4045,City of Columbia - (MO),MO,Boone
2012,4061,City of Columbiana - (OH),OH,Columbiana
2012,4061,City of Columbiana - (OH),OH,Mahoning
2012,4063,Co-Mo Electric Coop Inc,MO,Benton
2012,4063,Co-Mo Electric Coop Inc,MO,Camden
2012,4063,Co-Mo Electric Coop Inc,MO,Cole
2012,4063,Co-Mo Electric Coop Inc,MO,Cooper
2012,4063,Co-Mo Electric Coop Inc,MO,Miller
2012,4063,Co-Mo Electric Coop Inc,MO,Moniteau
2012,4063,Co-Mo Electric Coop Inc,MO,Morgan
2012,4063,Co-Mo Electric Coop Inc,MO,Pettis
2012,4063,Co-Mo Electric Coop Inc,MO,Saline
2012,4065,City of Columbus - (OH),OH,Franklin
2012,4068,City of Columbus - (MS),MS,Lowndes
2012,4071,"Columbus Electric Coop, Inc",AZ,Cochise
2012,4071,"Columbus Electric Coop, Inc",NM,Dona Ana
2012,4071,"Columbus Electric Coop, Inc",NM,Grant
2012,4071,"Columbus Electric Coop, Inc",NM,Hidalgo
2012,4071,"Columbus Electric Coop, Inc",NM,Luna
2012,4073,City of Columbus - (WI),WI,Columbia
2012,4073,City of Columbus - (WI),WI,Dodge
2012,4078,City of Comanche - (OK),OK,Stephens
2012,4091,City of Commerce - (GA),GA,Jackson
2012,4110,Commonwealth Edison Co,IL,Boone
2012,4110,Commonwealth Edison Co,IL,Bureau
2012,4110,Commonwealth Edison Co,IL,Carroll
2012,4110,Commonwealth Edison Co,IL,Cook
2012,4110,Commonwealth Edison Co,IL,DeKalb
2012,4110,Commonwealth Edison Co,IL,DuPage
2012,4110,Commonwealth Edison Co,IL,Ford
2012,4110,Commonwealth Edison Co,IL,Grundy
2012,4110,Commonwealth Edison Co,IL,Jo Daviess
2012,4110,Commonwealth Edison Co,IL,Kane
2012,4110,Commonwealth Edison Co,IL,Kankakee
2012,4110,Commonwealth Edison Co,IL,Kendall
2012,4110,Commonwealth Edison Co,IL,LaSalle
2012,4110,Commonwealth Edison Co,IL,Lake
2012,4110,Commonwealth Edison Co,IL,Lee
2012,4110,Commonwealth Edison Co,IL,Livingston
2012,4110,Commonwealth Edison Co,IL,Marshall
2012,4110,Commonwealth Edison Co,IL,McHenry
2012,4110,Commonwealth Edison Co,IL,Ogle
2012,4110,Commonwealth Edison Co,IL,Stephenson
2012,4110,Commonwealth Edison Co,IL,Whiteside
2012,4110,Commonwealth Edison Co,IL,Will
2012,4110,Commonwealth Edison Co,IL,Winnebago
2012,4110,Commonwealth Edison Co,IL,Woodford
2012,4117,Community Electric Coop,VA,Isle of Wight
2012,4117,Community Electric Coop,VA,Southampton
2012,4117,Community Electric Coop,VA,Suffolk City
2012,4117,Community Electric Coop,VA,Surry
2012,4117,Community Electric Coop,VA,Sussex
2012,4146,Concho Valley Elec Coop Inc,TX,Coke
2012,4146,Concho Valley Elec Coop Inc,TX,Concho
2012,4146,Concho Valley Elec Coop Inc,TX,Glasscock
2012,4146,Concho Valley Elec Coop Inc,TX,Irion
2012,4146,Concho Valley Elec Coop Inc,TX,Mitchell
2012,4146,Concho Valley Elec Coop Inc,TX,Nolan
2012,4146,Concho Valley Elec Coop Inc,TX,Reagan
2012,4146,Concho Valley Elec Coop Inc,TX,Runnels
2012,4146,Concho Valley Elec Coop Inc,TX,Sterling
2012,4146,Concho Valley Elec Coop Inc,TX,Tom Green
2012,4147,Town of Concord - (MA),MA,Middlesex
2012,4150,City of Concord - (NC),NC,Cabarrus
2012,4153,"Concordia Electric Coop, Inc",LA,Caldwell
2012,4153,"Concordia Electric Coop, Inc",LA,Catahoula
2012,4153,"Concordia Electric Coop, Inc",LA,Concordia
2012,4153,"Concordia Electric Coop, Inc",LA,Franklin
2012,4153,"Concordia Electric Coop, Inc",LA,Grant
2012,4153,"Concordia Electric Coop, Inc",LA,La Salle
2012,4153,"Concordia Electric Coop, Inc",LA,Rapides
2012,4153,"Concordia Electric Coop, Inc",LA,Tensas
2012,4160,Callaway Electric Cooperative,MO,Audrain
2012,4160,Callaway Electric Cooperative,MO,Boone
2012,4160,Callaway Electric Cooperative,MO,Callaway
2012,4160,Callaway Electric Cooperative,MO,Montgomery
2012,4160,Callaway Electric Cooperative,MO,Warren
2012,4176,Connecticut Light & Power Co,CT,Fairfield
2012,4176,Connecticut Light & Power Co,CT,Hartford
2012,4176,Connecticut Light & Power Co,CT,Litchfield
2012,4176,Connecticut Light & Power Co,CT,Middlesex
2012,4176,Connecticut Light & Power Co,CT,New Haven
2012,4176,Connecticut Light & Power Co,CT,New London
2012,4176,Connecticut Light & Power Co,CT,Tolland
2012,4176,Connecticut Light & Power Co,CT,Windham
2012,4226,Consolidated Edison Co-NY Inc,NY,Bronx
2012,4226,Consolidated Edison Co-NY Inc,NY,Kings
2012,4226,Consolidated Edison Co-NY Inc,NY,New York
2012,4226,Consolidated Edison Co-NY Inc,NY,Queens
2012,4226,Consolidated Edison Co-NY Inc,NY,Richmond
2012,4226,Consolidated Edison Co-NY Inc,NY,Westchester
2012,4237,Consolidated Electric Coop,MO,Audrain
2012,4237,Consolidated Electric Coop,MO,Boone
2012,4237,Consolidated Electric Coop,MO,Callaway
2012,4237,Consolidated Electric Coop,MO,Lincoln
2012,4237,Consolidated Electric Coop,MO,Monroe
2012,4237,Consolidated Electric Coop,MO,Montgomery
2012,4237,Consolidated Electric Coop,MO,Pike
2012,4237,Consolidated Electric Coop,MO,Ralls
2012,4247,Consolidated Water Power Co,WI,Portage
2012,4247,Consolidated Water Power Co,WI,Wood
2012,4254,Consumers Energy Co,MI,Alcona
2012,4254,Consumers Energy Co,MI,Allegan
2012,4254,Consumers Energy Co,MI,Alpena
2012,4254,Consumers Energy Co,MI,Antrim
2012,4254,Consumers Energy Co,MI,Arenac
2012,4254,Consumers Energy Co,MI,Barry
2012,4254,Consumers Energy Co,MI,Bay
2012,4254,Consumers Energy Co,MI,Benzie
2012,4254,Consumers Energy Co,MI,Branch
2012,4254,Consumers Energy Co,MI,Calhoun
2012,4254,Consumers Energy Co,MI,Charlevoix
2012,4254,Consumers Energy Co,MI,Cheboygan
2012,4254,Consumers Energy Co,MI,Clare
2012,4254,Consumers Energy Co,MI,Clinton
2012,4254,Consumers Energy Co,MI,Crawford
2012,4254,Consumers Energy Co,MI,Eaton
2012,4254,Consumers Energy Co,MI,Emmet
2012,4254,Consumers Energy Co,MI,Genesee
2012,4254,Consumers Energy Co,MI,Gladwin
2012,4254,Consumers Energy Co,MI,Grand Traverse
2012,4254,Consumers Energy Co,MI,Gratiot
2012,4254,Consumers Energy Co,MI,Hillsdale
2012,4254,Consumers Energy Co,MI,Ingham
2012,4254,Consumers Energy Co,MI,Ionia
2012,4254,Consumers Energy Co,MI,Iosco
2012,4254,Consumers Energy Co,MI,Isabella
2012,4254,Consumers Energy Co,MI,Jackson
2012,4254,Consumers Energy Co,MI,Kalamazoo
2012,4254,Consumers Energy Co,MI,Kalkaska
2012,4254,Consumers Energy Co,MI,Kent
2012,4254,Consumers Energy Co,MI,Lake
2012,4254,Consumers Energy Co,MI,Lapeer
2012,4254,Consumers Energy Co,MI,Leelanau
2012,4254,Consumers Energy Co,MI,Lenawee
2012,4254,Consumers Energy Co,MI,Livingston
2012,4254,Consumers Energy Co,MI,Manistee
2012,4254,Consumers Energy Co,MI,Mason
2012,4254,Consumers Energy Co,MI,Mecosta
2012,4254,Consumers Energy Co,MI,Midland
2012,4254,Consumers Energy Co,MI,Missaukee
2012,4254,Consumers Energy Co,MI,Monroe
2012,4254,Consumers Energy Co,MI,Montcalm
2012,4254,Consumers Energy Co,MI,Montmorency
2012,4254,Consumers Energy Co,MI,Muskegon
2012,4254,Consumers Energy Co,MI,Newaygo
2012,4254,Consumers Energy Co,MI,Oakland
2012,4254,Consumers Energy Co,MI,Oceana
2012,4254,Consumers Energy Co,MI,Ogemaw
2012,4254,Consumers Energy Co,MI,Osceola
2012,4254,Consumers Energy Co,MI,Oscoda
2012,4254,Consumers Energy Co,MI,Otsego
2012,4254,Consumers Energy Co,MI,Ottawa
2012,4254,Consumers Energy Co,MI,Presque Isle
2012,4254,Consumers Energy Co,MI,Roscommon
2012,4254,Consumers Energy Co,MI,Saginaw
2012,4254,Consumers Energy Co,MI,Shiawassee
2012,4254,Consumers Energy Co,MI,St Joseph
2012,4254,Consumers Energy Co,MI,Tuscola
2012,4254,Consumers Energy Co,MI,Van Buren
2012,4254,Consumers Energy Co,MI,Washtenaw
2012,4254,Consumers Energy Co,MI,Wexford
2012,4262,Cooke County Elec Coop Assn,TX,Cooke
2012,4262,Cooke County Elec Coop Assn,TX,Denton
2012,4262,Cooke County Elec Coop Assn,TX,Grayson
2012,4262,Cooke County Elec Coop Assn,TX,Montague
2012,4262,Cooke County Elec Coop Assn,TX,Wise
2012,4265,Continental Divide El Coop Inc,NM,Bernalillo
2012,4265,Continental Divide El Coop Inc,NM,Cibola
2012,4265,Continental Divide El Coop Inc,NM,McKinley
2012,4265,Continental Divide El Coop Inc,NM,Sandoval
2012,4265,Continental Divide El Coop Inc,NM,Valencia
2012,4280,Conway Corporation,AR,Faulkner
2012,4294,City of Cookeville - (TN),TN,Putnam
2012,4295,Comanche County Elec Coop Assn,TX,Brown
2012,4295,Comanche County Elec Coop Assn,TX,Callahan
2012,4295,Comanche County Elec Coop Assn,TX,Comanche
2012,4295,Comanche County Elec Coop Assn,TX,Eastland
2012,4295,Comanche County Elec Coop Assn,TX,Mills
2012,4295,Comanche County Elec Coop Assn,TX,Shackelford
2012,4295,Comanche County Elec Coop Assn,TX,Stephens
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Adair
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Cherokee
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Haskell
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Latimer
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Le Flore
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Muskogee
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Pittsburg
2012,4296,"Cookson Hills Elec Coop, Inc",OK,Sequoyah
2012,4304,City of Corwith - (IA),IA,Hancock
2012,4305,City of Coon Rapids,IA,Carroll
2012,4305,City of Coon Rapids,IA,Guthrie
2012,4317,"Coos-Curry Electric Coop, Inc",OR,Coos
2012,4317,"Coos-Curry Electric Coop, Inc",OR,Curry
2012,4317,"Coos-Curry Electric Coop, Inc",OR,Douglas
2012,4319,Copan Public Works Authority,OK,Washington
2012,4327,Coosa Valley Electric Coop Inc,AL,Calhoun
2012,4327,Coosa Valley Electric Coop Inc,AL,Clay
2012,4327,Coosa Valley Electric Coop Inc,AL,Etowah
2012,4327,Coosa Valley Electric Coop Inc,AL,Shelby
2012,4327,Coosa Valley Electric Coop Inc,AL,St Clair
2012,4327,Coosa Valley Electric Coop Inc,AL,Talladega
2012,4329,"Copper Valley Elec Assn, Inc",AK,Skagway Hoonah Angoon
2012,4341,Corbin City Utilities Comm,KY,Knox
2012,4341,Corbin City Utilities Comm,KY,Whitley
2012,4344,City of Cordell - (OK),OK,Washita
2012,4346,Cooperative L&P Assn Lake County,MN,Lake
2012,4346,Cooperative L&P Assn Lake County,MN,St Louis
2012,4356,Colorado River Comm of Nevada,NV,Clark
2012,4362,Corn Belt Energy Corporation,IL,Bureau
2012,4362,Corn Belt Energy Corporation,IL,Champaign
2012,4362,Corn Belt Energy Corporation,IL,DeWitt
2012,4362,Corn Belt Energy Corporation,IL,Ford
2012,4362,Corn Belt Energy Corporation,IL,Henry
2012,4362,Corn Belt Energy Corporation,IL,Kendall
2012,4362,Corn Belt Energy Corporation,IL,Knox
2012,4362,Corn Belt Energy Corporation,IL,LaSalle
2012,4362,Corn Belt Energy Corporation,IL,Livingston
2012,4362,Corn Belt Energy Corporation,IL,Logan
2012,4362,Corn Belt Energy Corporation,IL,Macon
2012,4362,Corn Belt Energy Corporation,IL,Marshall
2012,4362,Corn Belt Energy Corporation,IL,McLean
2012,4362,Corn Belt Energy Corporation,IL,Piatt
2012,4362,Corn Belt Energy Corporation,IL,Putnam
2012,4362,Corn Belt Energy Corporation,IL,Stark
2012,4362,Corn Belt Energy Corporation,IL,Tazewell
2012,4362,Corn Belt Energy Corporation,IL,Woodford
2012,4365,Town of Cornelius- (NC),NC,Mecklenburg
2012,4369,City of Cornell,WI,Chippewa
2012,4373,Cornhusker Public Power Dist,NE,Boone
2012,4373,Cornhusker Public Power Dist,NE,Colfax
2012,4373,Cornhusker Public Power Dist,NE,Greeley
2012,4373,Cornhusker Public Power Dist,NE,Nance
2012,4373,Cornhusker Public Power Dist,NE,Platte
2012,4373,Cornhusker Public Power Dist,NE,Wheeler
2012,4375,City of Corning - (IA),IA,Adams
2012,4390,City of Corona - (CA),CA,Riverside
2012,4401,"Cotton Electric Coop, Inc",OK,Caddo
2012,4401,"Cotton Electric Coop, Inc",OK,Carter
2012,4401,"Cotton Electric Coop, Inc",OK,Comanche
2012,4401,"Cotton Electric Coop, Inc",OK,Cotton
2012,4401,"Cotton Electric Coop, Inc",OK,Grady
2012,4401,"Cotton Electric Coop, Inc",OK,Jefferson
2012,4401,"Cotton Electric Coop, Inc",OK,Stephens
2012,4401,"Cotton Electric Coop, Inc",OK,Tillman
2012,4414,City of Coulee Dam,WA,Douglas
2012,4414,City of Coulee Dam,WA,Grant
2012,4414,City of Coulee Dam,WA,Okanogan
2012,4429,City of Covington - (IN),IN,Fountain
2012,4430,"Covington Electric Coop, Inc",AL,Coffee
2012,4430,"Covington Electric Coop, Inc",AL,Covington
2012,4430,"Covington Electric Coop, Inc",AL,Crenshaw
2012,4430,"Covington Electric Coop, Inc",AL,Dale
2012,4430,"Covington Electric Coop, Inc",AL,Escambia
2012,4430,"Covington Electric Coop, Inc",AL,Geneva
2012,4432,Coweta-Fayette El Member Corp,GA,Clayton
2012,4432,Coweta-Fayette El Member Corp,GA,Coweta
2012,4432,Coweta-Fayette El Member Corp,GA,Fayette
2012,4432,Coweta-Fayette El Member Corp,GA,Fulton
2012,4432,Coweta-Fayette El Member Corp,GA,Heard
2012,4432,Coweta-Fayette El Member Corp,GA,Meriwether
2012,4432,Coweta-Fayette El Member Corp,GA,Spalding
2012,4432,Coweta-Fayette El Member Corp,GA,Troup
2012,4433,City of Covington - (GA),GA,Newton
2012,4433,City of Covington - (GA),GA,Walton
2012,4437,City of Covington - (TN),TN,Tipton
2012,4442,PUD No 1 of Cowlitz County,WA,Cowlitz
2012,4459,Cozad Board of Public Works,NE,Dawson
2012,4471,Craig-Botetourt Electric Coop,VA,Alleghany
2012,4471,Craig-Botetourt Electric Coop,VA,Botetourt
2012,4471,Craig-Botetourt Electric Coop,VA,Craig
